Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2025-02-21,U-146316,Angel Macalalad,Poblacion A,MR2-SZ,150.75,Zoning Certificate,Bank Financing Requirement,275.13
2025-02-24,U-009961,Emmanuel Lopez,Alupay,,,Locational Clearance,General Property Clearance,8693.61
2025-02-24,U-904900,Christian Alday,Leviste,,,Zoning Certificate,Subdivision Phase 1,337.35
2025-02-24,U-091661,Ramon Macalalad,Pinagsibaan,,,Zoning Certificate,Industrial Park Expansion,402.72
2025-02-24,U-244238,Teresa Mercado,Matamis,R2-Z,110.85,Zoning Certificate,Subdivision Phase 1,412.27
2025-02-24,U-591251,Grace Castillo,Mabunga,PTA-SZ-RA,5148.06,Zoning Certificate,Subdivision Phase 1,444.61
2025-02-24,U-796509,Teresa Cruz,San Roque,BR2-SZ,125.38,Zoning Certificate,Bank Financing Requirement,373.08
2025-02-24,U-189845,Ramon Alday,Quilib,AgIndZ,5226.41,Zoning Certificate,Industrial Park Expansion,322.53
2025-02-25,U-688068,Chloe Santos,San Roque,C1-Z,481.17,Locational Clearance,Commercial Building Construction,15489.07
2025-02-26,U-699772,Angel Torres,Putingkahoy,PTA-SZ-RA,18431.93,Locational Clearance,Residential Construction,17053.39
2025-02-26,U-023560,Prime Realty & Development,Tulos,PTA-SZ-RA,3196.64,Locational Clearance,Bank Financing Requirement,6829.7
2025-02-26,U-699491,Luzon Integrated Enterprises,Masaya,R1-Z,107.49,Locational Clearance,Bank Financing Requirement,21050.16
2025-02-26,U-301313,Maria Dimaculangan,Alupay,I2-Z,5528.66,Locational Clearance,Environmental Compliance,21451.88
2025-02-26,U-925906,Jose Fernandez,Mayuro,R2-Z,84.1,Zoning Certificate,Residential Construction,400.19
2025-02-26,U-658005,Rosario Farms Corp.,Poblacion A,C2-Z,572.73,Zoning Certificate,Commercial Complex Development,369.74
2025-02-26,U-072338,Chloe Mendoza,Alupay,I1-Z,1683.9,Zoning Certificate,Environmental Compliance,475.55
2025-02-26,U-419263,Grace Castillo,Poblacion B,R2-Z,209.6,Zoning Certificate,Subdivision Phase 1,475.25
2025-02-27,U-223036,Southern Luzon Enterprises,San Isidro,R2-Z,201.51,Locational Clearance,Bank Financing Requirement,12754.41
2025-02-27,U-529659,Jose Reyes,Macalamcam A,,,Zoning Certificate,Residential Construction,369.23
2025-02-27,U-824649,Agri-Ventures Enterprises,San Carlos,CMRF,706.43,Zoning Certificate,Site Development Permit,279.95
2025-02-28,U-005783,Mark Garcia,Tulos,PTA-SZ-RA,6286.73,Locational Clearance,Bank Financing Requirement,12261.02
2025-02-28,U-526542,Luzon Integrated Enterprises,San Carlos,AgIndZ,4306.16,Locational Clearance,Industrial Park Expansion,14479.35
2025-02-28,U-689901,Batangas Gold Realty & Development,Maligaya,,,Zoning Certificate,Bank Financing Requirement,413.53
2025-02-28,U-147759,Emmanuel Torres,Poblacion E,C1-Z,390.91,Zoning Certificate,Commercial Building Construction,426.24
2025-02-28,U-361524,Chloe Rodriguez,Bayawang,AgIndZ,4543.99,Zoning Certificate,Industrial Park Expansion,483.78
2025-02-28,U-108978,Corazon Mercado,Matamis,R2-Z,222.45,Zoning Certificate,Subdivision Phase 1,372.75
2025-02-28,U-610086,Batangas Gold Holdings Inc.,Santa Cruz,R2-Z,218.0,Zoning Certificate,Subdivision Phase 1,390.38
2025-02-28,U-285258,Antonio Gonzales,Antipolo,PDA-SZ,4689.64,Zoning Certificate,Agribusiness Construction,458.38
2025-03-03,U-224638,Southern Luzon Commercial Center,Malaya,R1-Z,324.28,Development Permit,Subdivision Phase 1,57977.39
2025-03-03,U-629060,Victoria Comia,San Isidro,,,Locational Clearance,Bank Financing Requirement,6351.59
2025-03-03,U-559909,Angel Macalalad,Bagong Pook,,,Locational Clearance,Bank Financing Requirement,7409.94
2025-03-03,U-327670,Rosario Commercial Center,San Carlos,,,Locational Clearance,Industrial Park Expansion,14238.93
2025-03-03,U-011510,Emmanuel Santos,Bagong Pook,,,Locational Clearance,Subdivision Phase 1,2028.28
2025-03-03,U-016204,Angel Ramos,Balibago,,,Locational Clearance,Subdivision Phase 1,9244.09
2025-03-03,U-260542,Christian Bautista,Masaya,R1-Z,127.77,Locational Clearance,Bank Financing Requirement,5327.02
2025-03-03,U-204283,David Reyes,Santa Cruz,BR2-SZ,131.0,Locational Clearance,Bank Financing Requirement,4213.98
2025-03-03,U-417629,Daniel Gonzales,Poblacion A,R1-Z,347.98,Locational Clearance,Residential Construction,6935.43
2025-03-03,U-180867,Benjamin Mendoza,Alupay,I1-Z,1812.69,Locational Clearance,Industrial Park Expansion,3193.78
2025-03-03,U-064902,Maria Rodriguez,Bagong Pook,BR2-SZ,112.85,Locational Clearance,Subdivision Phase 1,18320.1
2025-03-03,U-799072,Agri-Ventures Logistics Inc.,Santa Cruz,C1-Z,226.52,Locational Clearance,Commercial Complex Development,9145.71
2025-03-03,U-842351,Emmanuel Mercado,Mabato,PDA-SZ,6699.11,Locational Clearance,Farm Development Permit,4026.19
2025-03-03,U-384045,Sofia Mercado,Alupay,AgIndZ-PTR,2997.18,Locational Clearance,Bank Financing Requirement,16366.12
2025-03-03,U-477375,Mark Comia,Bagong Pook,GI-Z,3255.93,Zoning Certificate,Environmental Compliance,474.07
2025-03-04,U-685310,Batangas Gold Trading Corp.,Poblacion A,R1-Z,275.79,Development Permit,Subdivision Phase 1,42232.08
2025-03-04,U-578427,Batangas Trading Corp.,Colongan,C1-Z,163.26,Development Permit,Commercial Building Construction,49981.19
2025-03-04,U-841643,Grace Alday,Pinagsibaan,I3-Z,10259.37,Locational Clearance,Environmental Compliance,8499.39
2025-03-04,U-849327,Batangas Commercial Center,Cahigam,R1-Z,198.65,Locational Clearance,Residential Construction,21737.46
2025-03-04,U-850194,Jose Bautista,Bagong Pook,R1-Z,118.76,Locational Clearance,Residential Construction,4371.33
2025-03-04,U-802450,Sofia Castillo,Bagong Pook,R2-Z,156.83,Locational Clearance,Residential Construction,2560.75
2025-03-04,U-878681,Emmanuel Dimaculangan,Calantas,PDA-SZ,6949.35,Locational Clearance,Agribusiness Construction,11935.99
2025-03-04,U-690856,Sofia Gonzales,Mabato,FR-SZ,23614.66,Locational Clearance,Subdivision Phase 1,3032.42
2025-03-04,U-169137,David Castillo,Pinagsibaan,,,Zoning Certificate,Warehouse/Factory Construction,251.13
2025-03-04,U-875348,Maria Mendoza,Santa Cruz,R1-Z,314.84,Zoning Certificate,Residential Construction,283.68
2025-03-04,U-125353,Juan Cruz,Alupay,UTS-Z,1561.57,Zoning Certificate,General Property Clearance,257.24
2025-03-04,U-741063,Batangas Gold Trading Corp.,Poblacion B,R1-Z,305.22,Zoning Certificate,Bank Financing Requirement,292.08
2025-03-04,U-692783,Rosario Farms Corp.,Namunga,R1-Z,331.97,Zoning Certificate,Residential Construction,292.14
2025-03-05,U-635879,Batangas Commercial Center,Poblacion A,,,Locational Clearance,Bank Financing Requirement,9828.39
2025-03-05,U-484813,Danilo Fernandez,Balibago,,,Locational Clearance,Warehouse/Factory Construction,3249.07
2025-03-05,U-856808,Prime Realty & Development,Macalamcam B,GI-Z,3074.66,Locational Clearance,Industrial Park Expansion,8953.19
2025-03-05,U-682994,Antonio Torres,Mabunga,PTA-SZ-RA,11031.97,Locational Clearance,Residential Construction,4454.17
2025-03-05,U-287906,Luz Sanchez,Santa Cruz,BR2-SZ,78.39,Locational Clearance,Bank Financing Requirement,16470.25
2025-03-05,U-896199,Luz Bautista,San Roque,R2-Z,229.65,Locational Clearance,Residential Construction,11662.58
2025-03-05,U-990687,Maria Dimaculangan,Leviste,PTA-SZ-RA,6000.92,Locational Clearance,Subdivision Phase 1,8965.23
2025-03-05,U-265213,Southern Luzon Enterprises,Leviste,,,Zoning Certificate,Land Title Verification,361.11
2025-03-05,U-526010,Batangas Trading Corp.,Namunga,R2-Z,122.95,Zoning Certificate,Bank Financing Requirement,443.39
2025-03-05,U-141030,Teresa Macalalad,Alupay,AgIndZ,6434.57,Zoning Certificate,Warehouse/Factory Construction,392.34
2025-03-05,U-465716,David Bautista,Quilib,R1-Z,328.77,Zoning Certificate,Residential Construction,367.45
2025-03-06,U-978319,Prime Farms Corp.,Maalas-As,PTA-SZ-RA,10876.46,Locational Clearance,Residential Construction,4791.01
2025-03-06,U-179678,Antonio Alday,Quilib,T-Z,2924.96,Locational Clearance,Site Development Permit,17629.66
2025-03-06,U-610912,Christian Cruz,Namunga,R1-Z,130.94,Locational Clearance,Residential Construction,17388.35
2025-03-06,U-083817,Antonio Alday,Nasi,R1-Z,329.53,Locational Clearance,Subdivision Phase 1,12123.33
2025-03-06,U-477543,Ramon Dimaculangan,San Isidro,PDA-SZ,6822.06,Locational Clearance,Farm Development Permit,10470.52
2025-03-06,U-616517,Luz Ramos,Santa Cruz,R1-Z,124.28,Locational Clearance,Subdivision Phase 1,4535.19
2025-03-07,U-130462,Agri-Ventures Trading Corp.,Pinagsibaan,AgIndZ,5845.3,Development Permit,Industrial Park Expansion,119024.01
2025-03-07,U-501923,Juan Bautista,San Isidro,,,Locational Clearance,Residential Construction,5755.63
2025-03-07,U-218958,Victoria Mendoza,Santa Cruz,,,Locational Clearance,Residential Construction,5980.23
2025-03-07,U-364287,Prime Holdings Inc.,San Isidro,R1-Z,325.47,Locational Clearance,Subdivision Phase 1,8776.01
2025-03-07,U-761799,Batangas Gold Logistics Inc.,Tulos,PTA-SZ-RA,17193.47,Locational Clearance,Residential Construction,7528.14
2025-03-07,U-369150,Angel Santos,Quilib,BR2-SZ,120.07,Locational Clearance,Residential Construction,21652.27
2025-03-07,U-082991,Danilo Garcia,Namuco,AgIndZ,2464.46,Locational Clearance,Warehouse/Factory Construction,13919.57
2025-03-07,U-112969,Maria Sanchez,Quilib,R2-Z,138.8,Locational Clearance,Subdivision Phase 1,13097.68
2025-03-07,U-928143,Southern Luzon Logistics Inc.,San Carlos,I1-Z,2196.39,Zoning Certificate,Environmental Compliance,295.08
2025-03-07,U-445841,Agri-Ventures Enterprises,San Roque,C1-Z,448.1,Zoning Certificate,Commercial Complex Development,366.19
2025-03-10,U-807090,David Santos,Bayawang,UTS-Z,2264.84,Locational Clearance,Facility/Structure Construction,8831.17
2025-03-10,U-068129,Jose Santos,Tulos,THSP-SZ,6339.94,Locational Clearance,Facility/Structure Construction,3015.64
2025-03-10,U-364451,Luz Macalalad,San Roque,R1-Z,151.57,Locational Clearance,Bank Financing Requirement,18640.28
2025-03-10,U-118233,Chloe Fernandez,Pinagsibaan,I2-Z,4770.59,Locational Clearance,Warehouse/Factory Construction,11741.62
2025-03-10,U-573604,Teresa Torres,Calantas,5491-APDA-SZ,3215.84,Locational Clearance,Land Title Verification,14185.56
2025-03-10,U-853596,Maria Rodriguez,San Carlos,UTS-Z,1043.63,Locational Clearance,General Property Clearance,7261.53
2025-03-10,U-802059,Angel Gonzales,Calantas,PDA-SZ,17435.31,Locational Clearance,Agribusiness Construction,10028.87
2025-03-10,U-221821,David Mercado,Putingkahoy,ECT-Z,3097.39,Zoning Certificate,Business Permit Requirement,276.35
2025-03-11,U-441659,Jose Gonzales,San Carlos,PDA-SZ,7143.41,Locational Clearance,Farm Development Permit,6681.63
2025-03-11,U-343445,Rosario Trading Corp.,Bulihan,C1-Z,493.43,Locational Clearance,Commercial Building Construction,2789.11
2025-03-11,U-768754,David Perez,Bagong Pook,BR2-SZ,133.3,Locational Clearance,Subdivision Phase 1,6348.13
2025-03-11,U-027773,Mark Torres,Alupay,I1-Z,3554.19,Locational Clearance,Industrial Park Expansion,19309.81
2025-03-11,U-114321,Southern Luzon Trading Corp.,Antipolo,GI-Z,588.93,Locational Clearance,Industrial Park Expansion,14509.64
2025-03-11,U-809516,Luzon Integrated Logistics Inc.,Baybayin,R2-Z,128.14,Locational Clearance,Residential Construction,15873.96
2025-03-11,U-333312,Juan Gonzales,Bulihan,,,Zoning Certificate,Warehouse/Factory Construction,323.11
2025-03-11,U-279440,Angel Cruz,Itlugan,PDA-SZ,3933.69,Zoning Certificate,Land Title Verification,432.28
2025-03-12,U-553979,Grace Torres,Pinagsibaan,,,Locational Clearance,General Property Clearance,14765.56
2025-03-12,U-216525,Christian Reyes,Poblacion A,R2-Z,246.18,Locational Clearance,Bank Financing Requirement,2672.61
2025-03-12,U-329644,Teresa Cruz,Alupay,UTS-Z,1893.47,Locational Clearance,Facility/Structure Construction,16606.36
2025-03-12,U-813280,Juan Sanchez,Calantas,PTA-SZ-RA,8243.48,Locational Clearance,Subdivision Phase 1,19711.6
2025-03-12,U-506494,Benjamin Cruz,Namuco,UTS-Z,599.45,Zoning Certificate,General Property Clearance,330.33
2025-03-12,U-018591,Batangas Farms Corp.,Bagong Pook,R1-Z,205.08,Zoning Certificate,Subdivision Phase 1,495.51
2025-03-13,U-315044,Batangas Enterprises,Quilib,R1-Z,205.99,Development Permit,Bank Financing Requirement,57603.16
2025-03-13,U-721433,Sofia Comia,Bagong Pook,,,Locational Clearance,Subdivision Phase 1,10895.96
2025-03-13,U-352344,Angel Bautista,Matamis,R1-Z,182.69,Locational Clearance,Subdivision Phase 1,9219.28
2025-03-13,U-857793,Daniel Torres,Putingkahoy,PDA-SZ,6285.62,Locational Clearance,Agribusiness Construction,13876.28
2025-03-13,U-194166,Batangas Trading Corp.,Mabunga,R1-Z,240.61,Locational Clearance,Bank Financing Requirement,16853.41
2025-03-13,U-900915,Angel Gonzales,Bagong Pook,R1-Z,344.11,Locational Clearance,Residential Construction,21148.35
2025-03-13,U-972905,Luz Fernandez,Poblacion A,R1-Z,255.54,Locational Clearance,Residential Construction,12284.33
2025-03-13,U-842314,Jose Comia,Namunga,T-Z,5675.73,Locational Clearance,General Property Clearance,19511.33
2025-03-13,U-861373,Antonio Dimaculangan,Namuco,CMRF,1552.35,Locational Clearance,Site Development Permit,5240.92
2025-03-13,U-411268,Agri-Ventures Enterprises,Bayawang,UTS-Z,715.08,Locational Clearance,Site Development Permit,14642.38
2025-03-13,U-439330,Southern Luzon Realty & Development,Balibago,R1-Z,108.81,Locational Clearance,Bank Financing Requirement,14584.17
2025-03-13,U-964270,Mark Ramos,Poblacion A,C1-Z,152.52,Locational Clearance,Commercial Complex Development,6936.38
2025-03-13,U-457479,Danilo Torres,Tulos,PTA-SZ-RA,5910.2,Locational Clearance,Subdivision Phase 1,6009.3
2025-03-13,U-106568,Danilo Cruz,Tulos,PDA-SZ,5758.29,Zoning Certificate,Farm Development Permit,337.1
2025-03-13,U-170988,Luzon Integrated Farms Corp.,Marilag,C1-Z,307.35,Zoning Certificate,Commercial Building Construction,380.97
2025-03-13,U-427318,Agri-Ventures Enterprises,Palakpak,R2-Z,179.13,Zoning Certificate,Subdivision Phase 1,341.17
2025-03-13,U-327721,Christian Mercado,Santa Cruz,R2-Z,183.35,Zoning Certificate,Subdivision Phase 1,452.34
2025-03-14,U-247682,Batangas Enterprises,San Roque,BR2-SZ,135.25,Development Permit,Bank Financing Requirement,68263.34
2025-03-14,U-424477,Juan Perez,Poblacion D,,,Locational Clearance,Business Permit Requirement,8378.24
2025-03-14,U-549772,Luz Cruz,Santa Cruz,BR2-SZ,141.23,Locational Clearance,Subdivision Phase 1,21813.02
2025-03-14,U-668776,Daniel Mercado,Maligaya,PDA-SZ,11544.09,Locational Clearance,Farm Development Permit,12242.99
2025-03-14,U-286393,Benjamin Rodriguez,Palakpak,C1-Z,469.9,Locational Clearance,Commercial Building Construction,10754.9
2025-03-14,U-576408,Ramon Mercado,Mayuro,R2-Z,178.87,Locational Clearance,Residential Construction,10448.81
2025-03-14,U-711168,Angel Mendoza,Santa Cruz,C1-Z,180.41,Locational Clearance,Commercial Building Construction,15813.32
2025-03-14,U-602070,Prime Enterprises,Matamis,R1-Z,262.46,Locational Clearance,Subdivision Phase 1,13696.09
2025-03-14,U-526387,Chloe Alday,Tulos,PDA-SZ,14743.27,Locational Clearance,Land Title Verification,18761.78
2025-03-14,U-332845,Sofia Bautista,Baybayin,R1-Z,148.22,Zoning Certificate,Bank Financing Requirement,336.54
2025-03-17,U-829289,Danilo Macalalad,Balibago,,,Locational Clearance,Subdivision Phase 1,12944.08
2025-03-17,U-172594,David Ramos,Putingkahoy,FZ,22059.96,Locational Clearance,Facility/Structure Construction,2920.46
2025-03-17,U-110548,David Mendoza,Mayuro,R2-Z,224.69,Locational Clearance,Subdivision Phase 1,9098.24
2025-03-17,U-479595,Teresa Mercado,Alupay,I2-Z,7629.13,Locational Clearance,Industrial Park Expansion,6237.53
2025-03-17,U-078242,Juan Gonzales,San Roque,BR2-SZ,71.45,Locational Clearance,Residential Construction,14257.14
2025-03-17,U-632542,Daniel Reyes,Bagong Pook,C1-Z,277.63,Locational Clearance,Commercial Building Construction,19324.38
2025-03-17,U-332600,Benjamin Mercado,Santa Cruz,R1-Z,122.78,Locational Clearance,Subdivision Phase 1,12802.22
2025-03-17,U-078464,Christian Gonzales,Tiquiwan,AgIndZ,6187.09,Locational Clearance,Industrial Park Expansion,9238.48
2025-03-17,U-258851,Corazon Garcia,Bagong Pook,C1-Z,388.4,Locational Clearance,Commercial Building Construction,18995.75
2025-03-18,U-618636,Danilo Santos,Tulos,,,Locational Clearance,Facility/Structure Construction,5635.76
2025-03-18,U-660489,Chloe Rodriguez,Quilib,,,Locational Clearance,Industrial Park Expansion,6914.36
2025-03-18,U-239862,Emmanuel Rodriguez,Namuco,,,Locational Clearance,Bank Financing Requirement,2352.82
2025-03-18,U-978702,Christian Castillo,Mabato,PDA-SZ,18287.05,Locational Clearance,Farm Development Permit,18538.7
2025-03-18,U-314568,Sofia Ramos,Marilag,R1-Z,260.26,Locational Clearance,Subdivision Phase 1,7935.67
2025-03-18,U-691209,Prime Realty & Development,Antipolo,R1-Z,195.79,Locational Clearance,Bank Financing Requirement,2317.22
2025-03-18,U-105478,Benjamin Garcia,Tulos,FZ,10978.34,Locational Clearance,Facility/Structure Construction,9674.76
2025-03-18,U-953388,Luzon Integrated Holdings Inc.,San Roque,BR2-SZ,96.66,Locational Clearance,Residential Construction,17543.09
2025-03-18,U-901862,Corazon Bautista,Baybayin,GI-Z,2373.25,Zoning Certificate,Industrial Park Expansion,262.4
2025-03-19,U-573302,Luzon Integrated Holdings Inc.,Poblacion E,MR2-SZ,65.86,Development Permit,Residential Construction,50777.23
2025-03-19,U-080714,Mark Lopez,Bulihan,AgIndZ,5405.21,Locational Clearance,Environmental Compliance,6245.73
2025-03-19,U-077542,Daniel Castillo,San Ignacio,R1-Z,255.84,Zoning Certificate,Bank Financing Requirement,428.84
2025-03-19,U-102007,Emmanuel Alday,Poblacion D,R1-Z,183.28,Zoning Certificate,Residential Construction,493.48
2025-03-19,U-944780,David Garcia,Bagong Pook,BR2-SZ,72.08,Zoning Certificate,Residential Construction,398.79
2025-03-20,U-750049,Mark Garcia,Santa Cruz,BR2-SZ,71.2,Development Permit,Residential Construction,48253.95
2025-03-20,U-093471,Southern Luzon Trading Corp.,Macalamcam B,R2-Z,99.25,Locational Clearance,Residential Construction,17828.81
2025-03-20,U-275004,Christian Lopez,Putingkahoy,FZ,7715.03,Locational Clearance,Facility/Structure Construction,16794.76
2025-03-20,U-908516,Juan Fernandez,Antipolo,R2-Z,123.84,Locational Clearance,Residential Construction,15851.4
2025-03-20,U-910213,Daniel Mercado,San Roque,R1-Z,339.6,Locational Clearance,Bank Financing Requirement,16359.21
2025-03-20,U-546218,Grace Mendoza,Quilib,R1-Z,297.49,Locational Clearance,Subdivision Phase 1,18257.26
2025-03-20,U-032221,Mark Santos,Namuco,CMRF,1879.02,Zoning Certificate,Site Development Permit,422.71
2025-03-21,U-406266,Corazon Bautista,Bagong Pook,,,Locational Clearance,Subdivision Phase 1,4794.89
2025-03-21,U-492522,Teresa Alday,Bagong Pook,R1-Z,197.94,Locational Clearance,Residential Construction,10598.41
2025-03-21,U-188919,Victoria Mercado,Quilib,R1-Z,266.18,Locational Clearance,Residential Construction,6388.0
2025-03-21,U-427401,Prime Realty & Development,Tulos,PTA-SZ-RA,19359.26,Locational Clearance,Residential Construction,6961.54
2025-03-21,U-759345,Emmanuel Rodriguez,Pinagsibaan,CMRF,1595.07,Locational Clearance,General Property Clearance,13058.97
2025-03-21,U-607342,Prime Realty & Development,Bayawang,I1-Z,1589.0,Locational Clearance,Warehouse/Factory Construction,11491.26
2025-03-21,U-464975,Christian Mercado,Alupay,AgIndZ-PTR,5607.46,Locational Clearance,Bank Financing Requirement,21251.16
2025-03-21,U-270815,Southern Luzon Commercial Center,Quilib,,,Zoning Certificate,Bank Financing Requirement,418.09
2025-03-21,U-777695,Emmanuel Lopez,Namunga,T-Z,4058.46,Zoning Certificate,General Property Clearance,483.66
2025-03-21,U-464859,Emmanuel Comia,Colongan,R2-Z,94.99,Zoning Certificate,Bank Financing Requirement,483.75
2025-03-24,U-182540,Batangas Gold Commercial Center,Bulihan,C1-Z,183.33,Development Permit,Commercial Building Construction,111602.97
2025-03-24,U-450938,Grace Lopez,Macalamcam A,R2-Z,137.68,Locational Clearance,Subdivision Phase 1,9999.75
2025-03-24,U-461936,Benjamin Dimaculangan,Macalamcam A,R1-Z,335.42,Locational Clearance,Subdivision Phase 1,10803.73
2025-03-24,U-350603,Southern Luzon Enterprises,Bagong Pook,BR2-SZ,144.62,Zoning Certificate,Subdivision Phase 1,316.87
2025-03-25,U-322512,Batangas Gold Realty & Development,San Carlos,UTS-Z,2143.97,Development Permit,Site Development Permit,111778.26
2025-03-25,U-546604,Prime Farms Corp.,Bayawang,AgIndZ,7860.84,Development Permit,Industrial Park Expansion,51412.52
2025-03-25,U-459437,Batangas Gold Realty & Development,Maligaya,,,Locational Clearance,Residential Construction,9440.25
2025-03-25,U-922934,Chloe Macalalad,Santa Cruz,,,Locational Clearance,Bank Financing Requirement,11749.9
2025-03-25,U-972159,Sofia Lopez,Baybayin,C1-Z,227.72,Locational Clearance,Commercial Building Construction,8152.49
2025-03-25,U-039901,Daniel Perez,Tiquiwan,C/MP-Z,2516.55,Locational Clearance,Business Permit Requirement,6571.42
2025-03-25,U-522818,Chloe Sanchez,Calantas,FZ,20064.36,Locational Clearance,Site Development Permit,16144.63
2025-03-25,U-603944,David Cruz,Quilib,C1-Z,282.9,Locational Clearance,Commercial Complex Development,7484.97
2025-03-25,U-913794,Grace Reyes,Alupay,I1-Z,2108.97,Locational Clearance,Environmental Compliance,21794.02
2025-03-25,U-068273,Ramon Bautista,Namuco,AgIndZ-PTR,6297.05,Locational Clearance,Subdivision Phase 1,21160.06
2025-03-25,U-054493,Angel Lopez,Alupay,I1-Z,4746.14,Locational Clearance,Warehouse/Factory Construction,14814.59
2025-03-25,U-698632,Southern Luzon Realty & Development,Matamis,,,Zoning Certificate,Industrial Park Expansion,257.93
2025-03-25,U-383493,Emmanuel Rodriguez,San Roque,C1-Z,180.97,Zoning Certificate,Business Permit Requirement,474.96
2025-03-26,U-806447,Agri-Ventures Logistics Inc.,Santa Cruz,C1-Z,309.92,Development Permit,Commercial Building Construction,54642.65
2025-03-26,U-230148,Mark Macalalad,Poblacion B,C2-Z,524.28,Locational Clearance,Business Permit Requirement,4956.95
2025-03-26,U-348423,Benjamin Castillo,Quilib,BR2-SZ,144.69,Locational Clearance,Residential Construction,20298.28
2025-03-26,U-095522,Juan Macalalad,Tulos,FR-SZ,17117.89,Locational Clearance,Subdivision Phase 1,20551.34
2025-03-26,U-634797,Danilo Dimaculangan,Bagong Pook,R1-Z,262.09,Locational Clearance,Subdivision Phase 1,14247.23
2025-03-26,U-461590,Antonio Mendoza,Poblacion B,MR2-SZ,69.09,Locational Clearance,Residential Construction,10059.71
2025-03-26,U-254399,Jose Castillo,Itlugan,R2-Z,190.06,Locational Clearance,Bank Financing Requirement,12100.15
2025-03-26,U-443414,Corazon Macalalad,San Carlos,UTS-Z,1703.36,Locational Clearance,Facility/Structure Construction,6621.55
2025-03-26,U-680499,Angel Dimaculangan,Bagong Pook,BR2-SZ,172.51,Locational Clearance,Residential Construction,4079.78
2025-03-26,U-824835,Corazon Macalalad,Tulos,ECT-Z,5224.05,Locational Clearance,Commercial Building Construction,9491.24
2025-03-26,U-674227,Ramon Alday,Itlugan,R2-Z,239.29,Locational Clearance,Bank Financing Requirement,11695.1
2025-03-26,U-139620,Sofia Sanchez,Santa Cruz,,,Zoning Certificate,Subdivision Phase 1,287.92
2025-03-26,U-467519,Prime Logistics Inc.,Macalamcam A,R1-Z,227.84,Zoning Certificate,Subdivision Phase 1,328.65
2025-03-27,U-653742,Danilo Mercado,Leviste,,,Locational Clearance,Subdivision Phase 1,9702.74
2025-03-27,U-273544,Antonio Torres,Masaya,PDA-SZ,9656.17,Locational Clearance,Farm Development Permit,15572.77
2025-03-27,U-814661,Juan Lopez,Nasi,PDA-SZ,18125.54,Locational Clearance,Land Title Verification,6896.43
2025-03-27,U-944652,Christian Mercado,Tulos,5491-APDA-SZ,3409.35,Locational Clearance,Land Title Verification,2331.95
2025-03-27,U-609603,Sofia Perez,Maalas-As,R2-Z,205.33,Locational Clearance,Bank Financing Requirement,17993.26
2025-03-27,U-619875,Luz Alday,Balibago,R1-Z,325.41,Locational Clearance,Residential Construction,20076.71
2025-03-27,U-440094,Chloe Santos,Santa Cruz,R2-Z,203.18,Locational Clearance,Bank Financing Requirement,15784.92
2025-03-27,U-145435,Mark Castillo,Tiquiwan,R1-Z,147.89,Locational Clearance,Bank Financing Requirement,9643.89
2025-03-28,U-077131,Maria Mercado,Marilag,,,Locational Clearance,Residential Construction,2085.72
2025-03-28,U-682519,Mark Torres,Poblacion B,MR2-SZ,190.23,Locational Clearance,Residential Construction,4644.41
2025-03-28,U-042359,Christian Comia,Mavalor,PDA-SZ,9218.68,Locational Clearance,Agribusiness Construction,5845.34
2025-03-28,U-128227,Mark Fernandez,Bagong Pook,R1-Z,134.57,Locational Clearance,Residential Construction,10871.27
2025-03-31,U-341650,Emmanuel Gonzales,Santa Cruz,AgIndZ,4989.4,Locational Clearance,Warehouse/Factory Construction,17621.04
2025-03-31,U-449445,Chloe Castillo,Mayuro,R2-Z,122.05,Locational Clearance,Bank Financing Requirement,7974.17
2025-03-31,U-778111,Mark Bautista,Leviste,,,Zoning Certificate,Subdivision Phase 1,482.69
2025-03-31,U-049550,Chloe Bautista,Alupay,AgIndZ-PGR,6652.08,Zoning Certificate,Bank Financing Requirement,299.57
2025-03-31,U-979852,Grace Reyes,Salao,R2-Z,161.44,Zoning Certificate,Bank Financing Requirement,454.74
2025-04-02,U-569309,Sofia Ramos,Santa Cruz,,,Locational Clearance,Subdivision Phase 1,11002.59
2025-04-02,U-643200,Danilo Fernandez,Mabato,,,Locational Clearance,Land Title Verification,2917.73
2025-04-02,U-729322,Emmanuel Castillo,Maligaya,R1-Z,348.15,Locational Clearance,Bank Financing Requirement,13978.34
2025-04-02,U-299355,Luzon Integrated Enterprises,Bagong Pook,R1-Z,114.21,Locational Clearance,Bank Financing Requirement,13033.21
2025-04-02,U-570459,Teresa Fernandez,Poblacion E,R1-Z,142.46,Locational Clearance,Residential Construction,13572.46
2025-04-02,U-932999,Ramon Cruz,Calantas,ECT-Z,7331.83,Locational Clearance,Commercial Complex Development,7147.32
2025-04-02,U-874915,Corazon Ramos,San Jose,PDA-SZ,6243.96,Locational Clearance,Farm Development Permit,18796.91
2025-04-02,U-156926,Jose Comia,Putingkahoy,PDA-SZ,5672.5,Locational Clearance,Farm Development Permit,9847.29
2025-04-02,U-807570,Benjamin Macalalad,Alupay,AgIndZ-PGR,8867.91,Locational Clearance,Residential Construction,15485.65
2025-04-02,U-690815,Mark Macalalad,Poblacion E,R1-Z,130.03,Locational Clearance,Bank Financing Requirement,17005.26
